amfi_code,date,nav,fund_name,fund_house,scheme_category
,2019-12-06,57.6323,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-09,57.3044,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-10,56.8176,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-11,56.6208,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-12,56.7141,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-13,57.2957,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-16,56.9909,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-17,57.3155,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-18,57.1274,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-19,57.3051,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-20,57.6649,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-23,57.5756,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-24,57.4196,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-26,57.4846,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-27,57.7682,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-30,57.7981,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2019-12-31,57.8093,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-01,57.886,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-02,58.3988,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-03,58.6872,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-06,57.7329,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-07,58.2107,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-08,57.9868,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-09,58.6407,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-10,58.9076,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-13,59.1726,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-14,59.2895,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-15,59.6795,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-16,60.2189,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-17,60.8952,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-20,60.9709,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-21,60.7275,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-22,60.8469,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-23,61.1488,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-24,61.8393,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-27,61.9656,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-28,62.0886,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-29,62.1324,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-30,61.8134,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-01-31,61.7543,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-03,60.8872,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-04,61.7883,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-05,62.0606,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-06,62.089,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-07,62.3167,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-10,61.9086,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-11,62.1921,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-12,62.2058,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-13,62.2181,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-14,62.2419,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-17,62.0469,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-18,61.5595,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-19,62.26,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-20,62.3727,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-24,61.7942,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-25,61.6015,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-26,61.1649,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-27,61.0899,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-02-28,59.45,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-02,59.4357,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-03,59.7023,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-04,58.8308,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-05,59.2727,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-06,58.5236,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-09,56.7701,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-11,56.6672,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-12,53.1617,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-13,53.1576,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-16,50.8999,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-17,49.9371,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-18,47.0783,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-19,45.2642,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-20,45.7468,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-23,41.311,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-24,41.26,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-25,42.2905,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-26,43.7048,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-27,44.2552,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-30,43.1613,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-03-31,44.2998,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-01,43.7773,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-03,43.6981,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-07,45.121,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-08,45.7678,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-09,46.7891,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-13,46.3737,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-15,46.6621,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-16,47.0044,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-17,47.9462,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-20,48.8951,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-21,47.7874,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-22,48.307,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-23,48.6464,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-24,47.8799,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-27,48.0846,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-28,48.4286,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-29,48.915,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-04-30,49.4021,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-04,48.0018,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-05,47.5152,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-06,47.5508,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-07,47.4015,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-08,47.0197,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-11,46.9345,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-12,46.6427,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-13,47.5349,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-14,46.8328,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-15,46.9331,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-18,45.8781,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-19,45.725,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-20,46.2563,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-21,46.5947,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-22,46.2132,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-26,46.4193,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-27,46.5354,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-28,47.1434,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-05-29,47.8748,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-01,49.3635,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-02,50.232,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-03,50.9722,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-04,50.798,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-05,51.3008,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-08,51.7451,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-09,51.1714,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-10,51.4119,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-11,50.6426,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-12,50.8648,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-15,51.0041,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-16,50.7675,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-17,50.9734,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-18,51.5685,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-19,52.3501,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-22,53.2647,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-23,53.6129,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-24,53.2495,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-25,53.1915,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-26,53.4577,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-29,52.9446,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-06-30,52.8219,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-01,53.0526,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-02,53.4633,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-03,53.9367,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-06,54.7915,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-07,54.932,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-08,54.5073,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-09,54.9956,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-10,54.9376,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-13,54.5398,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-14,54.2574,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-15,54.4579,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-16,54.2633,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-17,54.546,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-20,54.9045,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-21,55.4238,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-22,55.5652,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-23,55.9901,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-24,56.1087,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-27,55.5097,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-28,55.2362,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-29,55.1299,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-30,55.0194,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-07-31,55.3008,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-03,56.0147,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-04,56.5565,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-05,57.0065,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-06,57.6979,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-07,57.9724,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-10,58.7216,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-11,58.9922,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-12,59.2859,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-13,60.7092,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-14,60.8519,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-17,61.0084,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-18,61.5686,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-19,61.7767,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-20,62.3087,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-21,63.2056,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-24,64.2166,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-25,64.2012,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-26,64.6439,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-27,65.0304,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-28,65.0345,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-08-31,62.3588,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-01,62.3265,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-02,63.5433,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-03,63.6277,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-04,63.0449,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-07,63.1455,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-08,62.6925,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-09,61.9976,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-10,62.9838,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-11,62.9364,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-14,65.8331,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-15,66.5188,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-16,66.7009,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-17,66.2742,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-18,65.7147,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-21,63.9585,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-22,62.8153,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-23,62.7063,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-24,61.6467,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-25,62.4845,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-28,63.5663,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-29,63.6305,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-09-30,63.8023,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-01,64.1093,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-05,64.3535,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-06,64.2617,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-07,64.1025,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-08,63.4817,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-09,63.2906,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-12,62.7597,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-13,62.8658,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-14,63.4637,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-15,62.5586,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-16,63.2883,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-19,63.7933,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-20,63.7148,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-21,63.7626,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-22,63.9264,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-23,64.4167,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-26,64.1467,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-27,64.2905,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-28,64.1264,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-29,63.8738,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-10-30,64.0422,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-02,63.9582,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-03,64.2757,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-04,64.6703,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-05,65.3632,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-06,65.761,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-09,66.5707,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-10,66.4961,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-11,66.6685,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-12,67.0874,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-13,67.8975,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-17,69.2585,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-18,70.0787,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-19,70.3257,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-20,70.6897,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-23,71.3108,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-24,72.0394,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-25,71.2859,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-26,71.4394,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-11-27,73.1105,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-01,73.9151,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-02,74.0961,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-03,74.5188,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-04,75.2531,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-07,76.2757,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-08,76.0347,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-09,76.3633,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-10,76.0258,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-11,76.1897,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-14,76.7302,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-15,76.8527,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-16,77.1352,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-17,76.9464,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-18,76.6351,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-21,74.3431,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-22,74.4438,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-23,75.995,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-24,76.2652,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-28,77.201,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-29,77.9378,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-30,78.1608,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2020-12-31,78.1396,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-01,78.961,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-04,79.9178,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-05,80.6897,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-06,80.8795,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-07,81.8689,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-08,82.4047,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-11,82.0949,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-12,81.9853,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-13,81.6065,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-14,81.0944,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-15,80.5302,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-18,79.4401,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-19,80.6173,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-20,80.6259,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-21,80.5094,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-22,79.6084,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-25,78.9867,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-27,78.2494,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-28,77.7009,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-01-29,77.8537,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-01,79.4344,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-02,80.6225,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-03,81.6538,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-04,82.4453,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-05,82.6153,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-08,83.4924,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-09,83.1303,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-10,83.3864,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-11,84.1694,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-12,84.5864,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-15,85.0276,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-16,84.5871,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-17,84.8193,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-18,85.5317,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-19,84.9273,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-22,83.6608,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-23,84.0135,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-24,84.7936,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-25,86.3588,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-02-26,85.7878,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-01,86.8947,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-02,87.7662,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-03,88.4923,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-04,88.9623,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-05,88.2252,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-08,88.5876,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-09,88.3161,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-10,88.6966,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-12,88.9315,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-15,88.5963,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-16,88.5682,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-17,87.2732,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-18,86.0465,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-19,85.7498,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-22,86.4156,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-23,87.5212,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-24,86.1717,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-25,84.6698,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-26,85.5087,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-30,86.6977,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-03-31,87.4737,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-04-01,88.4903,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-04-05,87.5976,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-04-06,88.3419,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-04-07,88.9063,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2021-04-08,89.9964,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
