amfi_code,date,nav,fund_name,fund_house,scheme_category
,2016-11-08,40.2973,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-09,39.7184,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-10,40.372,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-11,39.2286,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-15,37.2816,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-16,37.2673,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-17,37.079,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-18,37.4444,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-21,36.0161,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-22,36.3454,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-23,36.6964,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-24,36.8274,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-25,37.3075,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-28,37.784,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-29,37.9466,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-11-30,38.2132,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-01,38.1715,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-02,37.6241,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-05,37.5993,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-06,37.4778,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-07,37.3837,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-08,37.6893,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-09,37.7144,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-12,37.4765,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-13,37.6478,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-14,37.2921,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-15,37.1506,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-16,37.1271,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-19,36.945,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-20,36.545,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-21,36.5384,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-22,36.1526,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-23,36.2255,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-26,35.6034,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-27,35.8987,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-28,36.0955,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-29,36.3282,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2016-12-30,36.6631,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-02,36.945,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-03,37.2804,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-04,37.3559,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-05,37.6091,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-06,37.6588,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-09,37.8471,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-10,38.0179,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-11,38.2558,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-12,38.1337,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-13,38.1845,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-16,38.3745,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-17,38.5511,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-18,38.8508,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-19,38.9791,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-20,38.6106,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-23,38.7686,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-24,39.1981,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-25,39.3139,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-27,39.5765,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-30,39.3144,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-01-31,39.1862,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-01,39.5325,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-02,39.6138,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-03,40.3205,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-06,40.7207,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-07,40.9243,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-08,40.9586,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-09,40.9909,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-10,41.2994,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-13,41.2657,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-14,41.0917,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-15,40.3628,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-16,40.8238,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-17,40.8373,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-20,41.1251,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-21,41.2254,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-22,40.9946,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-23,41.03,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-27,40.7685,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-02-28,40.9008,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-01,41.2422,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-02,40.7713,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-03,40.9417,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-06,40.9656,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-07,41.0703,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-08,41.0006,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-09,41.0732,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-10,40.9816,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-14,41.304,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-15,41.3027,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-16,41.8189,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-17,41.9777,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-20,42.24,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-21,42.1456,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-22,42.0026,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-23,42.1719,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-24,42.2284,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-27,42.2659,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-28,42.3497,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-29,42.3573,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-30,42.691,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-03-31,42.7884,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-03,43.2863,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-05,44.5942,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-06,44.6978,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-07,44.3425,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-10,44.7075,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-11,45.0113,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-12,44.8462,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-13,44.78,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-17,44.9619,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-18,44.5612,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-19,44.6032,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-20,45.0012,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-21,44.9958,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-24,45.2712,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-25,45.2974,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-26,44.6934,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-27,44.964,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-04-28,44.9968,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-02,44.8776,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-03,44.8741,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-04,45.0697,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-05,44.9503,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-08,45.2513,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-09,45.4696,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-10,45.8331,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-11,45.5728,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-12,45.1186,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-15,45.6024,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-16,45.686,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-17,45.8048,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-18,45.5892,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-19,45.2431,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-22,44.866,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-23,44.0249,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-24,43.3484,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-25,44.2257,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-26,44.8599,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-29,44.4295,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-30,44.2141,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-05-31,44.5677,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-01,44.592,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-02,44.8693,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-05,45.12,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-06,44.8932,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-07,45.2229,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-08,45.3666,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-09,45.3998,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-12,45.6426,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-13,45.76,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-14,45.7899,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-15,46.1215,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-16,46.2799,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-19,46.4924,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-20,46.6247,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-21,46.8016,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-22,46.9542,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-23,46.4126,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-27,46.0949,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-28,45.7199,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-29,46.1769,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-06-30,46.3484,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-03,47.0864,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-04,47.3041,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-05,47.6057,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-06,47.6048,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-07,47.6689,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-10,47.7571,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-11,47.8999,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-12,47.981,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-13,48.2403,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-14,47.7904,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-17,47.97,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-18,47.9429,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-19,48.2322,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-20,48.4308,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-21,48.2629,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-24,48.2489,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-25,48.2663,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-26,48.4663,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-27,48.1589,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-28,48.5811,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-07-31,48.6537,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-01,48.8185,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-02,48.434,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-03,48.0355,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-04,48.1507,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-07,48.5716,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-08,48.14,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-09,47.6533,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-10,46.6004,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-11,46.9331,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-14,47.737,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-16,48.3225,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-17,48.7034,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-18,48.3833,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-21,47.7179,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-22,47.9154,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-23,48.1917,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-24,48.248,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-28,48.5392,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-29,48.1384,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-30,48.4861,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-08-31,49.1482,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-01,49.6448,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-04,49.5888,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-05,50.0883,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-06,50.2949,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-07,50.479,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-08,50.5481,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-11,50.7696,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-12,51.0852,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-13,50.6965,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-14,51.3182,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-15,51.7518,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-18,52.3804,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-19,52.9686,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-20,53.3602,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-21,53.3041,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-22,51.5995,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-25,51.0501,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-26,51.6784,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-27,50.832,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-28,51.2362,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-09-29,51.961,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-03,52.3213,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-04,53.2395,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-05,53.4476,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-06,53.8125,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-09,53.9716,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-10,54.358,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-11,53.678,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-12,53.9971,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-13,54.1717,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-16,54.2114,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-17,54.5388,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-18,54.4244,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-23,54.3424,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-24,54.5146,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
,2017-10-25,53.9848,,SBI Mutual Fund,Equity Scheme - Small Cap Fund
